SPECIES_CODE,ID,SAMPLING_YEAR,FLEET_CODE,REPCOUNTRY,GEAR_CODE,AREA,DATESTART,DATEEND,SEX,MATURITY,COMMENT,FL,RD,SF,HG,TL,HL,BH,SPECIES,SPECIES_SCIENTIFIC,SPECIES_CATEGORY_CODE,AREA_TYPE,N_MEASUREMENTS_SPECIES,DATE_RANGE,CF
ALB,224435,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,93,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224436,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,78,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224437,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,80,8,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224438,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,78,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224439,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,81,8,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224440,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,80,8,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224441,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,88,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224442,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,87,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224443,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,89,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224444,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,79,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224445,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,79,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224446,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,78,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224447,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,87,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224448,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,78,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224449,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,78,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224450,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,86,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224451,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,87,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224452,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,79,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224453,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,78,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224454,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,79,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224455,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,78,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224456,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,75,5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224457,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,80,6.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224458,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,79,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224459,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,75,5.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224461,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,89,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224462,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,88,9.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224463,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,79,6.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224464,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,87,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224465,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,84,8,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224466,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,79,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224467,2007,KOR,KOR,LL,5235032,01/09/2007,30/09/2007,U,NA,NA,80,6.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224468,2007,KOR,KOR,LL,5235031,01/09/2007,30/09/2007,U,NA,NA,78,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224469,2007,KOR,KOR,LL,5235031,01/09/2007,30/09/2007,U,NA,NA,97,16,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224470,2007,KOR,KOR,LL,5235031,01/09/2007,30/09/2007,U,NA,NA,81,7.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224471,2007,KOR,KOR,LL,5236030,01/09/2007,30/09/2007,U,NA,NA,78,5.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224472,2007,KOR,KOR,LL,5236030,01/09/2007,30/09/2007,U,NA,NA,79,6.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224473,2007,KOR,KOR,LL,5236030,01/09/2007,30/09/2007,U,NA,NA,68,3,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224474,2007,KOR,KOR,LL,5236030,01/09/2007,30/09/2007,U,NA,NA,78,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224475,2007,KOR,KOR,LL,5236031,01/09/2007,30/09/2007,U,NA,NA,79,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224476,2007,KOR,KOR,LL,5236031,01/09/2007,30/09/2007,U,NA,NA,81,7.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224477,2007,KOR,KOR,LL,5236031,01/09/2007,30/09/2007,U,NA,NA,89,11.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224478,2007,KOR,KOR,LL,5236031,01/09/2007,30/09/2007,U,NA,NA,82,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224479,2007,KOR,KOR,LL,5236031,01/09/2007,30/09/2007,U,NA,NA,89,11,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224480,2007,KOR,KOR,LL,5236031,01/09/2007,30/09/2007,U,NA,NA,75,5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224481,2007,KOR,KOR,LL,5236031,01/09/2007,30/09/2007,U,NA,NA,91,10.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224482,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,76,5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224483,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,81,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224484,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,84,7.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224485,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,92,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224486,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,83,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224487,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,90,11,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224488,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,91,11,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224489,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,88,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224490,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,92,13,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224491,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,85,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224492,2007,KOR,KOR,LL,5237031,01/09/2007,30/09/2007,U,NA,NA,85,8,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224493,2007,KOR,KOR,LL,5236032,01/09/2007,30/09/2007,U,NA,NA,73,5.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224494,2007,KOR,KOR,LL,5236034,01/09/2007,30/09/2007,U,NA,NA,74,5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224495,2007,KOR,KOR,LL,5236034,01/09/2007,30/09/2007,U,NA,NA,68,3.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224496,2007,KOR,KOR,LL,5236034,01/09/2007,30/09/2007,U,NA,NA,83,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224497,2007,KOR,KOR,LL,5236034,01/09/2007,30/09/2007,U,NA,NA,92,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224498,2007,KOR,KOR,LL,5236034,01/10/2007,30/10/2007,U,NA,NA,102,21,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224499,2007,KOR,KOR,LL,5236034,01/10/2007,30/10/2007,U,NA,NA,77,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224500,2007,KOR,KOR,LL,5236034,01/10/2007,30/10/2007,U,NA,NA,80,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224501,2007,KOR,KOR,LL,5236034,01/10/2007,30/10/2007,U,NA,NA,76,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224502,2007,KOR,KOR,LL,5236034,01/10/2007,30/10/2007,U,NA,NA,84,8,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224503,2007,KOR,KOR,LL,5236034,01/10/2007,30/10/2007,U,NA,NA,84,8.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224504,2007,KOR,KOR,LL,5236034,01/10/2007,30/10/2007,U,NA,NA,88,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224505,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,79,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224506,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,85,8,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224507,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,97,13,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224508,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,87,8.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224509,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,78,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224510,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,76,5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224511,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,86,7.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224512,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,82,8.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224513,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,81,7.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224514,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,79,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224515,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,78,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224516,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,85,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224517,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,85,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224518,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,73,5.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224519,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,79,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224520,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,77,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224521,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,84,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224522,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,72,5.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224524,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,79,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224525,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,108,21,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224526,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,111,24,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224527,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,108,23.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224528,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,111,26.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224529,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,98,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224530,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,103,22,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224531,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,107,23,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224532,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,104,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224533,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,104,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224534,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,109,23,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224535,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,100,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224536,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,113,24,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224537,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,111,25,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224538,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,107,23,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224539,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,112,24,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224540,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,110,21,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224541,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,112,24,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224542,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,117,30,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224543,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,105,20.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224544,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,103,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224545,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,112,23,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224546,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,103,22,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224547,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,113,25,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224548,2007,KOR,KOR,LL,5230041,01/10/2007,30/10/2007,U,NA,NA,102,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224549,2007,KOR,KOR,LL,5228047,01/10/2007,30/10/2007,U,NA,NA,103,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224550,2007,KOR,KOR,LL,5228047,01/10/2007,30/10/2007,U,NA,NA,102,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224551,2007,KOR,KOR,LL,5228047,01/10/2007,30/10/2007,U,NA,NA,95,13,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224552,2007,KOR,KOR,LL,5228047,01/10/2007,30/10/2007,U,NA,NA,104,22.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224553,2007,KOR,KOR,LL,5228047,01/10/2007,30/10/2007,U,NA,NA,103,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224554,2007,KOR,KOR,LL,5228047,01/10/2007,30/10/2007,U,NA,NA,106,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224555,2007,KOR,KOR,LL,5228047,01/10/2007,30/10/2007,U,NA,NA,113,26,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224556,2007,KOR,KOR,LL,5234034,01/10/2007,30/10/2007,U,NA,NA,84,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224557,2007,KOR,KOR,LL,5234034,01/10/2007,30/10/2007,U,NA,NA,77,8,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224558,2007,KOR,KOR,LL,5234034,01/10/2007,30/10/2007,U,NA,NA,77,6,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224559,2007,KOR,KOR,LL,5234034,01/10/2007,30/10/2007,U,NA,NA,81,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224560,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,82,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224561,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,81,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224562,2007,KOR,KOR,LL,5235034,01/10/2007,30/10/2007,U,NA,NA,71,4,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
